"seqnames","start","end","width","strand","pval","pvalAdj","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_id","symbol","genename"
"chr1",58405201,58405400,200,"*",6.72542921410059e-59,1.08014469196161e-58,"22","66882",58393097,58406548,13452,"+",0,"inside",0,"66882","Bzw1","basic leucine zipper and W2 domains 1"
"chr1",58646801,58647000,200,"*",5.65568230546084e-88,1.1990046487577e-87,"23","100504501",58652641,58655831,3191,"+",5640,"upstream",5640,"100504501","Gm20257","caspase 8 pseudogene"
"chr1",63178801,63179000,200,"*",9.64838401183715e-22,1.11166163614645e-21,"25","55949",63176831,63180486,3656,"+",0,"inside",0,"55949","Eef1b2","eukaryotic translation elongation factor 1 beta 2"
"chr1",72858201,72860000,1800,"*",4.00175713992123e-82,7.85530105243798e-82,"27","16011",72858065,72874865,16801,"-",0,"inside",0,"16011","Igfbp5","insulin-like growth factor binding protein 5"
"chr1",72860201,72860600,400,"*",1.20770274728021e-50,1.77800682238476e-50,"28","16011",72858065,72874865,16801,"-",0,"inside",0,"16011","Igfbp5","insulin-like growth factor binding protein 5"
"chr1",72861001,72861200,200,"*",1.68187800800943e-48,2.40917660606756e-48,"29","16011",72858065,72874865,16801,"-",0,"inside",0,"16011","Igfbp5","insulin-like growth factor binding protein 5"
"chr1",72861601,72862000,400,"*",1.35264136687082e-53,2.10852918953393e-53,"30","16011",72858065,72874865,16801,"-",0,"inside",0,"16011","Igfbp5","insulin-like growth factor binding protein 5"
"chr1",85864401,85864600,200,"*",5.05702020208412e-233,6.70055176776146e-232,"31","12283",85793447,85851577,58131,"+",12823,"downstream",12823,"12283","Cab39","calcium binding protein 39"
"chr1",86352401,86352600,200,"*",4.50945932106778e-52,6.82860982904549e-52,"32","17975",86344719,86359455,14737,"-",0,"inside",0,"17975","Ncl","nucleolin"
"chr1",86908601,86909000,400,"*",0.0219689447478364,0.0223914244545255,"34","208718",86703804,87050097,346294,"+",0,"inside",0,"208718","Dis3l2","DIS3 like 3'-5' exoribonuclease 2"
"chr1",131928001,131928200,200,"*",1.8499465983196e-100,4.90235848554695e-100,"36","98415",131910458,131936321,25864,"+",0,"inside",0,"98415","Nucks1","nuclear casein kinase and cyclin-dependent kinase substrate 1"
"chr1",131931001,131931600,600,"*",1.62079420289271e-95,3.90464057969608e-95,"38","98415",131910458,131936321,25864,"+",0,"inside",0,"98415","Nucks1","nuclear casein kinase and cyclin-dependent kinase substrate 1"
"chr1",131934001,131934600,600,"*",8.61776656553563e-120,2.85463517483368e-119,"40","98415",131910458,131936321,25864,"+",0,"inside",0,"98415","Nucks1","nuclear casein kinase and cyclin-dependent kinase substrate 1"
"chr1",135232401,135232600,200,"*",1.25958414824753e-19,1.39079083035665e-19,"42","13710",135253574,135258472,4899,"-",20973,"downstream",20973,"13710","Elf3","E74-like factor 3"
"chr1",151363201,151363400,200,"*",3.96071876294005e-46,5.38251524194417e-46,"44","117198",151344498,151364445,19948,"+",0,"inside",0,"117198","Ivns1abp","influenza virus NS1A binding protein"
"chr1",153458001,153458200,200,"*",4.69541843136312e-77,8.58128196076709e-77,"46","13211",153455758,153487660,31903,"-",0,"inside",0,"13211","Dhx9","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"chr1",153459401,153459800,400,"*",6.23374835984777e-127,2.54145125439948e-126,"48","13211",153455758,153487660,31903,"-",0,"inside",0,"13211","Dhx9","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"chr1",153469601,153469800,200,"*",5.39771734674404e-39,6.9775370579862e-39,"50","13211",153455758,153487660,31903,"-",0,"inside",0,"13211","Dhx9","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"chr1",153471601,153471800,200,"*",2.65059509726047e-47,3.69688263565275e-47,"51","13211",153455758,153487660,31903,"-",0,"inside",0,"13211","Dhx9","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"chr1",153472401,153472600,200,"*",2.54356354995875e-44,3.37022170369535e-44,"52","13211",153455758,153487660,31903,"-",0,"inside",0,"13211","Dhx9","DEAH (Asp-Glu-Ala-His) box polypeptide 9"
"chr1",153908001,153908400,400,"*",5.08137697041572e-87,1.03581915166167e-86,"53","14645",153899929,153909723,9795,"+",0,"inside",0,"14645","Glul","glutamate-ammonia ligase (glutamine synthetase)"
"chr1",162673401,162673600,200,"*",6.69348866230672e-63,1.14437064226534e-62,"55","226562",162671785,162740556,68772,"-",0,"inside",0,"226562","Prrc2c","proline-rich coiled-coil 2C"
"chr1",162710601,162710800,200,"*",1.09367309160226e-130,4.83038948790997e-130,"57","226562",162671785,162740556,68772,"-",0,"inside",0,"226562","Prrc2c","proline-rich coiled-coil 2C"
"chr1",168158401,168158600,200,"*",3.17235938360187e-126,1.20096462379214e-125,"58","18514",168119364,168432169,312806,"-",0,"inside",0,"18514","Pbx1","pre B cell leukemia homeobox 1"
"chr1",178328801,178329000,200,"*",5.54983462235015e-22,6.53647188854573e-22,"60","51810",178322166,178337784,15619,"-",0,"inside",0,"51810","Hnrnpu","heterogeneous nuclear ribonucleoprotein U"
"chr1",178335801,178336000,200,"*",2.80186197316635e-111,8.73521673987158e-111,"61","51810",178322166,178337784,15619,"-",0,"inside",0,"51810","Hnrnpu","heterogeneous nuclear ribonucleoprotein U"
"chr1",180802601,180802800,200,"*",2.18747811930437e-18,2.36604776169656e-18,"62","15078",180802560,180813605,11046,"-",0,"inside",0,"15078","H3f3a","H3 histone, family 3A"
"chr2",13578601,13578800,200,"*",4.38766293662857e-154,4.24140750540761e-153,"64","22352",13574311,13582826,8516,"+",0,"inside",0,"22352","Vim","vimentin"
"chr2",13581601,13581800,200,"*",3.39086443261109e-200,9.83350685457216e-199,"65","22352",13574311,13582826,8516,"+",0,"inside",0,"22352","Vim","vimentin"
"chr2",30068201,30068400,200,"*",1.96756138288069e-52,9.50988001725669e-52,"66","56086",30061996,30072577,10582,"+",0,"inside",0,"56086","Set","SET nuclear oncogene"
"chr2",157561601,157561800,200,"*",1.88431617271407e-196,2.7322584504354e-195,"68","18111",157560078,157562525,2448,"+",0,"inside",0,"18111","Nnat","neuronatin"
"chr2",162934601,162934800,200,"*",2.40284444848521e-133,1.74206222515177e-132,"71","67996",162931508,162937121,5614,"+",0,"inside",0,"67996","Srsf6","serine/arginine-rich splicing factor 6"
"chr2",174334201,174334400,200,"*",4.87278225962356e-74,2.82621371058167e-73,"72","14683",174284320,174346744,62425,"+",0,"inside",0,"14683","Gnas","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"chr3",96263001,96263200,200,"*",6.23212729554711e-121,9.97140367287538e-120,"74","97122",96262934,96263317,384,"-",0,"inside",0,"97122","Hist2h4","histone cluster 2, H4"
"chr3",108554201,108554400,200,"*",8.26682607130598e-111,6.61346085704478e-110,"75","100217438",108554342,108554402,61,"-",0,"overlapEnd",0,"100217438","Scarna2","small Cajal body-specific RNA 2"
"chr6",30747131,30747540,410,"*",3.10467297598944e-202,1.24186919039578e-200,"76","17294",30733506,30748466,14961,"+",0,"inside",0,"17294","Mest","mesoderm specific transcript"
"chr6",87843526,87843730,205,"*",8.38055643896541e-124,1.67611128779308e-122,"78","12785",87842615,87851106,8492,"-",0,"inside",0,"12785","Cnbp","cellular nucleic acid binding protein"
"chr8",46207411,46207615,205,"*",0,0,"80","11739",46207339,46211009,3671,"-",0,"inside",0,"11739","Slc25a4","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4"
"chr8",57513981,57514185,205,"*",0,0,"81","97165",57511843,57515999,4157,"+",0,"inside",0,"97165","Hmgb2","high mobility group box 2"
"chr8",70895561,70895765,205,"*",0,0,"82","76808",70894722,70897443,2722,"-",0,"inside",0,"76808","Rpl18a","ribosomal protein L18A"
"chr8",70895971,70896175,205,"*",0,0,"85","76808",70894722,70897443,2722,"-",0,"inside",0,"76808","Rpl18a","ribosomal protein L18A"
"chr8",84971271,84971475,205,"*",0,0,"87","21672",84969622,84974811,5190,"+",0,"inside",0,"21672","Prdx2","peroxiredoxin 2"
"chr8",84974141,84974345,205,"*",0,0,"89","21672",84969622,84974811,5190,"+",0,"inside",0,"21672","Prdx2","peroxiredoxin 2"
"chr8",120674071,120674275,205,"*",0,0,"91","12857",120668225,120674209,5985,"+",0,"overlapEnd",0,"12857","Cox4i1","cytochrome c oxidase subunit 4I1"
"chr8",123105166,123105370,205,"*",0,0,"94","270106",123102350,123105244,2895,"+",0,"overlapEnd",0,"270106","Rpl13","ribosomal protein L13"
"chr8",123421891,123422095,205,"*",0,0,"97","22152",123411564,123422010,10447,"+",0,"overlapEnd",0,"22152","Tubb3","tubulin, beta 3 class III"
"chr13",21833001,21833200,200,"*",0,0,"100","319171",21833024,21833475,452,"-",0,"overlapEnd",0,"319171","Hist1h2ap","histone cluster 1, H2ap"
"chr13",23747001,23747200,200,"*",0,0,"102","319178",23746734,23747223,490,"+",0,"inside",0,"319178","Hist1h2bb","histone cluster 1, H2bb"
"chr13",34074801,34075000,200,"*",0,0,"103","22151",34074278,34078008,3731,"-",0,"inside",0,"22151","Tubb2a","tubulin, beta 2A class IIA"
"chr13",34075201,34075400,200,"*",0,0,"104","22151",34074278,34078008,3731,"-",0,"inside",0,"22151","Tubb2a","tubulin, beta 2A class IIA"
"chr13",34128801,34129000,200,"*",0,0,"105","73710",34127008,34130354,3347,"-",0,"inside",0,"73710","Tubb2b","tubulin, beta 2B class IIB"
"chr13",58127001,58127200,200,"*",0,0,"106","77134",58125879,58128556,2678,"-",0,"inside",0,"77134","Hnrnpa0","heterogeneous nuclear ribonucleoprotein A0"
"chr13",58127601,58127800,200,"*",0,0,"107","77134",58125879,58128556,2678,"-",0,"inside",0,"77134","Hnrnpa0","heterogeneous nuclear ribonucleoprotein A0"
"chr13",58394401,58394800,400,"*",0,0,"108","15387",58391132,58403343,12212,"-",0,"inside",0,"15387","Hnrnpk","heterogeneous nuclear ribonucleoprotein K"
"chr16",18239956,18240170,215,"*",1.01222044154824e-17,1.21466452985789e-17,"110","19385",18239979,18248694,8716,"-",0,"overlapEnd",0,"19385","Ranbp1","RAN binding protein 1"
"chr16",20679346,20679990,645,"*",0,0,"112","208643",20672727,20692883,20157,"+",0,"inside",0,"208643","Eif4g1","eukaryotic translation initiation factor 4, gamma 1"
"chr16",20682571,20682785,215,"*",0,0,"114","208643",20672727,20692883,20157,"+",0,"inside",0,"208643","Eif4g1","eukaryotic translation initiation factor 4, gamma 1"
"chr16",20683431,20683645,215,"*",0,0,"116","208643",20672727,20692883,20157,"+",0,"inside",0,"208643","Eif4g1","eukaryotic translation initiation factor 4, gamma 1"
"chr16",20692246,20692460,215,"*",0,0,"118","208643",20672727,20692883,20157,"+",0,"inside",0,"208643","Eif4g1","eukaryotic translation initiation factor 4, gamma 1"
"chr17",45569321,45569555,235,"*",0,0,"124","15516",45567778,45573261,5484,"-",0,"inside",0,"15516","Hsp90ab1","heat shock protein 90 alpha (cytosolic), class B member 1"
"chr17",45570496,45570730,235,"*",0,0,"125","15516",45567778,45573261,5484,"-",0,"inside",0,"15516","Hsp90ab1","heat shock protein 90 alpha (cytosolic), class B member 1"
"chr17",45570966,45571200,235,"*",0,0,"126","15516",45567778,45573261,5484,"-",0,"inside",0,"15516","Hsp90ab1","heat shock protein 90 alpha (cytosolic), class B member 1"
"chr19",4194961,4195380,420,"*",2.96614236458647e-223,6.14415204092912e-223,"127","19045",4192174,4195419,3246,"+",0,"inside",0,"19045","Ppp1ca","protein phosphatase 1 catalytic subunit alpha"
"chr19",5493181,5493390,210,"*",1.21791374564702e-214,1.68188088684589e-214,"130","12631",5490455,5494031,3577,"+",0,"inside",0,"12631","Cfl1","cofilin 1, non-muscle"
"chr19",6376441,6376650,210,"*",6.52184020069612e-223,1.26088910546792e-222,"134","22668",6363690,6378038,14349,"+",0,"inside",0,"22668","Sf1","splicing factor 1"
"chr19",8969101,8969310,210,"*",7.31117139726936e-227,2.65029963151014e-226,"136","67160",8967041,8978180,11140,"+",0,"inside",0,"67160","Eef1g","eukaryotic translation elongation factor 1 gamma"
"chr19",9984661,9984870,210,"*",1.97153799974783e-220,3.17636677737151e-220,"137","14319",9980600,9985111,4512,"+",0,"inside",0,"14319","Fth1","ferritin heavy polypeptide 1"
"chr19",10607731,10607940,210,"*",2.21817020389706e-221,4.02043349456342e-221,"138","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",10621591,10621800,210,"*",2.80390345997274e-223,6.14415204092912e-223,"140","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",10622221,10622430,210,"*",1.18222016124095e-224,2.85703205633229e-224,"142","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",10623271,10623480,210,"*",2.5643541575775e-226,7.43662705697474e-226,"144","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",10626631,10626840,210,"*",6.0569012444676e-225,1.596819418996e-224,"146","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",10627051,10627260,210,"*",1.66958634400631e-226,5.3797782195759e-226,"148","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",10629571,10629780,210,"*",4.11974296471397e-221,7.02779682215913e-221,"150","13194",10605625,10629822,24198,"+",0,"inside",0,"13194","Ddb1","damage specific DNA binding protein 1"
"chr19",44294251,44294460,210,"*",8.80793920565866e-218,1.27715118482051e-217,"152","20250",44293676,44306864,13189,"+",0,"inside",0,"20250","Scd2","stearoyl-Coenzyme A desaturase 2"
"chr19",44295091,44295300,210,"*",5.24184691834924e-219,8.00071371748042e-219,"153","20250",44293676,44306864,13189,"+",0,"inside",0,"20250","Scd2","stearoyl-Coenzyme A desaturase 2"
"chr19",44298031,44298240,210,"*",1.7220438144565e-214,2.26996684632902e-214,"154","20250",44293676,44306864,13189,"+",0,"inside",0,"20250","Scd2","stearoyl-Coenzyme A desaturase 2"
"chr19",44299711,44299920,210,"*",7.69034572051051e-236,1.11510012947402e-234,"155","20250",44293676,44306864,13189,"+",0,"inside",0,"20250","Scd2","stearoyl-Coenzyme A desaturase 2"
"chr19",46032841,46033260,420,"*",1.45792332739191e-228,6.03996807062361e-228,"157","16825",46032594,46045211,12618,"-",0,"inside",0,"16825","Ldb1","LIM domain binding 1"
"chr19",53641141,53641350,210,"*",3.74348092169061e-231,2.71402366822569e-230,"159","13006",53600396,53645831,45436,"+",0,"inside",0,"13006","Smc3","structural maintenance of chromosomes 3"
"chr19",60762031,60762240,210,"*",3.50859446457719e-231,2.71402366822569e-230,"161","13669",60761116,60790693,29578,"-",0,"inside",0,"13669","Eif3a","eukaryotic translation initiation factor 3, subunit A"
"chr19",60766861,60767070,210,"*",2.89664504166134e-229,1.68005412416357e-228,"163","13669",60761116,60790693,29578,"-",0,"inside",0,"13669","Eif3a","eukaryotic translation initiation factor 3, subunit A"
"chr19",60772741,60772950,210,"*",4.96193007343353e-229,2.39826620215954e-228,"165","13669",60761116,60790693,29578,"-",0,"inside",0,"13669","Eif3a","eukaryotic translation initiation factor 3, subunit A"
"chrX",13287281,13287895,615,"*",2.10361336081249e-118,3.01822786551357e-118,"168","13205",13281022,13293983,12962,"+",0,"inside",0,"13205","Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"chrX",13288716,13288920,205,"*",4.48718359080478e-133,8.22650324980875e-133,"169","13205",13281022,13293983,12962,"+",0,"inside",0,"13205","Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"chrX",13289741,13289945,205,"*",5.41427841447561e-127,8.93355938388476e-127,"170","13205",13281022,13293983,12962,"+",0,"inside",0,"13205","Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"chrX",13291791,13293020,1230,"*",1.42342764846323e-109,1.73974490367728e-109,"171","13205",13281022,13293983,12962,"+",0,"inside",0,"13205","Ddx3x","DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked"
"chrX",20669126,20669330,205,"*",2.39639958450183e-212,7.1891987535055e-212,"173","22201",20658302,20683179,24878,"+",0,"inside",0,"22201","Uba1","ubiquitin-like modifier activating enzyme 1"
"chrX",20680811,20681220,410,"*",1.27270380828945e-185,3.49993547279599e-185,"174","22201",20658302,20683179,24878,"+",0,"inside",0,"22201","Uba1","ubiquitin-like modifier activating enzyme 1"
"chrX",36796886,36797295,410,"*",0,0,"176","11740",36795597,36798808,3212,"+",0,"inside",0,"11740","Slc25a5","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5"
"chrX",52898816,52899225,410,"*",2.76389632395235e-279,1.30297969557754e-278,"177","70998",52912214,52956961,44748,"+",12988,"upstream",12988,"70998","Phf6","PHD finger protein 6"
"chrX",71559556,71560580,1025,"*",7.08305504612739e-180,1.79800628094003e-179,"178","15354",71555917,71560673,4757,"+",0,"inside",0,"15354","Hmgb3","high mobility group box 3"
"chrX",74223736,74223940,205,"*",1.00234311414852e-145,2.20515485112673e-145,"179","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74226811,74227015,205,"*",7.81786198829251e-115,9.9226709851405e-115,"180","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74227836,74228040,205,"*",1.79187982072038e-102,1.97106780279241e-102,"181","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74228656,74228860,205,"*",3.4306979335431e-118,4.71720965862176e-118,"182","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74229271,74229475,205,"*",4.94831648523389e-121,7.42247472785084e-121,"183","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74234601,74235420,820,"*",1.21722467180672e-128,2.11412706155903e-128,"184","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74237471,74238085,615,"*",8.54406158402656e-108,1.00697868668884e-107,"185","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",74241161,74241365,205,"*",8.33663008459821e-135,1.71942995494838e-134,"186","192176",74223461,74246534,23074,"-",0,"inside",0,"192176","Flna","filamin, alpha"
"chrX",94189711,94190120,410,"*",6.2681266889838e-147,1.47748700526047e-146,"187","26905",94188709,94212651,23943,"-",0,"inside",0,"26905","Eif2s3x","eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
"chrX",94537596,94537800,205,"*",6.3371962112319e-281,3.48545791617755e-280,"188","94275",94535474,94542074,6601,"-",0,"inside",0,"94275","Maged1","melanoma antigen, family D, 1"
"chrX",94538826,94539030,205,"*",6.2993705362911e-235,2.30976919664007e-234,"189","94275",94535474,94542074,6601,"-",0,"inside",0,"94275","Maged1","melanoma antigen, family D, 1"
"chrX",101437281,101437485,205,"*",2.30824502795506e-133,4.48071093661865e-133,"190","53610",101429651,101448593,18943,"+",0,"inside",0,"53610","Nono","non-POU-domain-containing, octamer binding protein"
"chrX",101443431,101443635,205,"*",2.3321189673044e-116,3.07839703684181e-116,"191","53610",101429651,101448593,18943,"+",0,"inside",0,"53610","Nono","non-POU-domain-containing, octamer binding protein"
"chrX",101445276,101445480,205,"*",3.63874896903476e-125,5.71803409419749e-125,"193","53610",101429651,101448593,18943,"+",0,"inside",0,"53610","Nono","non-POU-domain-containing, octamer binding protein"
"chrX",102187171,102187580,410,"*",0,0,"195","20102",102184941,102189391,4451,"-",0,"inside",0,"20102","Rps4x","ribosomal protein S4, X-linked"
"chrX",104346026,104346230,205,"*",0,0,"196","11306",104280565,104413846,133282,"-",0,"inside",0,"11306","Abcb7","ATP-binding cassette, sub-family B (MDR/TAP), member 7"
"chrX",106203326,106203530,205,"*",0,0,"198","18655",106187100,106203699,16600,"+",0,"inside",0,"18655","Pgk1","phosphoglycerate kinase 1"
"chrX",136246486,136246690,205,"*",2.4786719734195e-218,8.17961751228436e-218,"199","22381",136245080,136247139,2060,"+",0,"inside",0,"22381","Tceal9","transcription elongation factor A like 9"
"chrX",136734181,136734385,205,"*",2.13636455614014e-269,8.8125037940781e-269,"200","56397",136732942,136743686,10745,"-",0,"inside",0,"56397","Morf4l2","mortality factor 4 like 2"
"chrX",143859981,143860390,410,"*",9.14803787587872e-103,1.04098362035861e-102,"202","13193",143855842,143933219,77378,"-",0,"inside",0,"13193","Dcx","doublecortin"
