"seqnames","start","end","width","strand","pval","pvalAdj","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_id","symbol","genename"
"chr1",180588541,180588760,220,"*",0,0,"74","11545",180568975,180601254,32280,"+",0,"inside",0,"11545","Parp1","poly (ADP-ribose) polymerase family, member 1"
"chr1",183357021,183357240,220,"*",0,0,"76","338366",183326236,183369565,43330,"-",0,"inside",0,"338366","Mia3","melanoma inhibitory activity 3"
"chr1",185397081,185397300,220,"*",0,0,"77","107508",185363095,185428355,65261,"+",0,"inside",0,"107508","Eprs","glutamyl-prolyl-tRNA synthetase"
"chr2",23156601,23156800,200,"*",0,0,"78","27377",23156505,23199260,42756,"+",0,"inside",0,"27377","Yme1l1","YME1-like 1 (S. cerevisiae)"
"chr2",24856601,24856800,200,"*",2.05656363301412e-179,8.13277436691946e-179,"79","77683",24790769,24919609,128841,"-",0,"inside",0,"77683","Ehmt1","euchromatic histone methyltransferase 1"
"chr2",27019601,27020000,400,"*",0,0,"81","381356",27009926,27021089,11164,"+",0,"inside",0,"381356","Cacfd1","calcium channel flower domain containing 1"
"chr2",27445601,27446000,400,"*",4.9489938642634e-152,1.30473474603308e-151,"83","67382",27445581,27507662,62082,"-",0,"inside",0,"67382","Brd3","bromodomain containing 3"
"chr2",27446201,27446400,200,"*",4.20484716677034e-147,1.04520486716863e-146,"85","67382",27445581,27507662,62082,"-",0,"inside",0,"67382","Brd3","bromodomain containing 3"
"chr2",27446601,27446800,200,"*",3.76730193914043e-107,7.62221555128412e-107,"87","67382",27445581,27507662,62082,"-",0,"inside",0,"67382","Brd3","bromodomain containing 3"
"chr2",27535201,27535400,200,"*",5.37979467650319e-66,8.50985703374141e-66,"89","140858",27515147,27536535,21389,"+",0,"inside",0,"140858","Wdr5","WD repeat domain 5"
"chr2",27952201,27952400,200,"*",3.56865420649618e-45,5.08971993385521e-45,"91","12831",27886425,28039510,153086,"+",0,"inside",0,"12831","Col5a1","collagen, type V, alpha 1"
"chr2",27973801,27974000,200,"*",1.19248753140201e-178,4.32276730133227e-178,"93","12831",27886425,28039510,153086,"+",0,"inside",0,"12831","Col5a1","collagen, type V, alpha 1"
"chr2",28013401,28013600,200,"*",2.76896898809457e-98,5.3533400436495e-98,"95","12831",27886425,28039510,153086,"+",0,"inside",0,"12831","Col5a1","collagen, type V, alpha 1"
"chr2",29980001,29980200,200,"*",3.13138179348719e-97,5.92239600072576e-97,"97","20740",29965560,30031451,65892,"+",0,"inside",0,"20740","Sptan1","spectrin alpha, non-erythrocytic 1"
"chr2",29983601,29983800,200,"*",1.18939461538255e-173,3.979897366857e-173,"98","20740",29965560,30031451,65892,"+",0,"inside",0,"20740","Sptan1","spectrin alpha, non-erythrocytic 1"
"chr2",29986801,29987000,200,"*",2.54340445792316e-118,5.39698019120281e-118,"100","20740",29965560,30031451,65892,"+",0,"inside",0,"20740","Sptan1","spectrin alpha, non-erythrocytic 1"
"chr2",29996801,29997000,200,"*",6.039285232857e-68,9.72995954182516e-68,"102","20740",29965560,30031451,65892,"+",0,"inside",0,"20740","Sptan1","spectrin alpha, non-erythrocytic 1"
"chr2",30002201,30002400,200,"*",3.03026815362199e-73,5.27266658730227e-73,"104","20740",29965560,30031451,65892,"+",0,"inside",0,"20740","Sptan1","spectrin alpha, non-erythrocytic 1"
"chr2",30022401,30022600,200,"*",9.70416178665637e-122,2.11065518859776e-121,"106","20740",29965560,30031451,65892,"+",0,"inside",0,"20740","Sptan1","spectrin alpha, non-erythrocytic 1"
"chr2",32231801,32232000,200,"*",1.26964757004627e-61,1.93788313322852e-61,"108","227723",32151148,32234537,83390,"+",0,"inside",0,"227723","Prrc2b","proline-rich coiled-coil 2B"
"chr2",34773201,34773400,200,"*",4.6333023260654e-05,5.84198988938681e-05,"110","14828",34772090,34776529,4440,"+",0,"inside",0,"14828","Hspa5","heat shock protein 5"
"chr2",52112401,52112600,200,"*",0,0,"112","51869",52072837,52122381,49545,"+",0,"inside",0,"51869","Rif1","replication timing regulatory factor 1"
"chr2",53139001,53139200,200,"*",6.06301678878253e-172,1.88386593080029e-171,"113","56194",53138475,53191228,52754,"-",0,"inside",0,"56194","Prpf40a","pre-mRNA processing factor 40A"
"chr2",53146001,53146200,200,"*",0,0,"114","56194",53138475,53191228,52754,"-",0,"inside",0,"56194","Prpf40a","pre-mRNA processing factor 40A"
"chr2",59354801,59355000,200,"*",0,0,"115","227937",59160850,59355205,194356,"+",0,"inside",0,"227937","Pkp4","plakophilin 4"
"chr2",69749601,69749800,200,"*",0,0,"117","228005",69722819,69754059,31241,"+",0,"inside",0,"228005","Ppig","peptidyl-prolyl isomerase G (cyclophilin G)"
"chr2",75666401,75666600,200,"*",7.87338074807268e-51,1.14164020847054e-50,"119","229279",75659259,75669407,10149,"+",0,"inside",0,"229279","Hnrnpa3","heterogeneous nuclear ribonucleoprotein A3"
"chr2",84600801,84601000,200,"*",2.7140234888749e-117,5.62190579838372e-117,"120","12388",84600781,84650740,49960,"-",0,"inside",0,"12388","Ctnnd1","catenin (cadherin associated protein), delta 1"
"chr2",84601601,84601800,200,"*",2.1843535017674e-29,3.06514120409297e-29,"121","12388",84600781,84650740,49960,"-",0,"inside",0,"12388","Ctnnd1","catenin (cadherin associated protein), delta 1"
"chr2",84620801,84621000,200,"*",2.04882121298426e-25,2.78511633640047e-25,"123","12388",84600781,84650740,49960,"-",0,"inside",0,"12388","Ctnnd1","catenin (cadherin associated protein), delta 1"
"chr2",85039801,85040000,200,"*",0.000343600192176192,0.000421031221398995,"125","20833",85037120,85047114,9995,"+",0,"inside",0,"20833","Ssrp1","structure specific recognition protein 1"
"chr2",85042801,85043000,200,"*",1.37461144735074e-60,2.0619171710261e-60,"127","20833",85037120,85047114,9995,"+",0,"inside",0,"20833","Ssrp1","structure specific recognition protein 1"
"chr2",85044401,85044600,200,"*",2.11120227613193e-127,4.70960507752508e-127,"129","20833",85037120,85047114,9995,"+",0,"inside",0,"20833","Ssrp1","structure specific recognition protein 1"
"chr2",91017201,91017400,200,"*",1.1051673071669e-84,2.00311574424e-84,"131","13046",90940397,91019497,79101,"+",0,"inside",0,"13046","Celf1","CUGBP, Elav-like family member 1"
"chr2",91550601,91550800,200,"*",4.49522909683073e-202,2.05834174433828e-201,"133","75786",91526795,91620665,93871,"+",0,"inside",0,"75786","Ckap5","cytoskeleton associated protein 5"
"chr2",94412201,94412400,200,"*",3.00187521138284e-179,1.13549192778394e-178,"134","11800",94411727,94438186,26460,"-",0,"inside",0,"11800","Api5","apoptosis inhibitor 5"
"chr2",94413601,94413800,200,"*",2.65529074230552e-54,3.91542872170474e-54,"136","11800",94411727,94438186,26460,"-",0,"inside",0,"11800","Api5","apoptosis inhibitor 5"
"chr2",103765601,103765800,200,"*",5.61384127596195e-21,7.51391063090292e-21,"138","53872",103762945,103797640,34696,"-",0,"inside",0,"53872","Caprin1","cell cycle associated protein 1"
"chr2",103773001,103773200,200,"*",0.00822070058502777,0.00979727329996461,"142","53872",103762945,103797640,34696,"-",0,"inside",0,"53872","Caprin1","cell cycle associated protein 1"
"chr2",113832001,113832200,200,"*",0,0,"146","228482",113831492,113848661,17170,"-",0,"inside",0,"228482","Arhgap11a","Rho GTPase activating protein 11A"
"chr2",118113001,118113200,200,"*",0.000189842535207817,0.000235947150901143,"148","21825",118111876,118127133,15258,"+",0,"inside",0,"21825","Thbs1","thrombospondin 1"
"chr2",118126001,118126200,200,"*",2.71751866890699e-63,4.22185936062337e-63,"149","21825",118111876,118127133,15258,"+",0,"inside",0,"21825","Thbs1","thrombospondin 1"
"chr2",118127001,118127200,200,"*",0,0,"151","21825",118111876,118127133,15258,"+",0,"overlapEnd",0,"21825","Thbs1","thrombospondin 1"
"chr2",118600201,118600400,200,"*",4.82046376240441e-210,2.32989081849546e-209,"153","12236",118598211,118641592,43382,"+",0,"inside",0,"12236","Bub1b","BUB1B, mitotic checkpoint serine/threonine kinase"
"chr2",119601401,119601600,200,"*",0,0,"154","66602",119594296,119600746,6451,"+",654,"downstream",654,"66602","1700020I14Rik","RIKEN cDNA 1700020I14 gene"
"chr2",120508001,120508400,400,"*",1.23051818043425e-248,6.69094260611122e-248,"155","20402",120506830,120563831,57002,"-",0,"inside",0,"20402","Zfp106","zinc finger protein 106"
"chr2",121208001,121208200,200,"*",7.29421088470925e-160,2.11532115656568e-159,"157","27223",121193263,121271407,78145,"-",0,"inside",0,"27223","Trp53bp1","transformation related protein 53 binding protein 1"
"chr2",121211201,121211400,200,"*",1.19694349422461e-136,2.81443470263624e-136,"159","27223",121193263,121271407,78145,"-",0,"inside",0,"27223","Trp53bp1","transformation related protein 53 binding protein 1"
"chr2",121433401,121433800,400,"*",0.00614562378295792,0.00742596207107415,"161","14827",121413902,121438687,24786,"+",0,"inside",0,"14827","Pdia3","protein disulfide isomerase associated 3"
"chr2",122041601,122041800,200,"*",0,0,"163","78655",122028580,122053632,25053,"+",0,"inside",0,"78655","Eif3j1","eukaryotic translation initiation factor 3, subunit J1"
"chr2",125320801,125321000,200,"*",1.36701101056098e-179,5.66333132946691e-179,"165","14118",125300594,125507993,207400,"-",0,"inside",0,"14118","Fbn1","fibrillin 1"
"chr2",125363801,125364000,200,"*",9.03715860650532e-182,3.93116399382982e-181,"167","14118",125300594,125507993,207400,"-",0,"inside",0,"14118","Fbn1","fibrillin 1"
"chr2",127210601,127211000,400,"*",9.25324800764005e-152,2.36774287254319e-151,"171","320632",127208404,127240451,32048,"+",0,"inside",0,"320632","Snrnp200","small nuclear ribonucleoprotein 200 (U5)"
"chr2",128645201,128645400,200,"*",1.4859069734878e-170,4.45772092046341e-170,"172","17222",128610083,128687395,77313,"-",0,"inside",0,"17222","Anapc1","anaphase promoting complex subunit 1"
"chr2",128684401,128684600,200,"*",1.51776919586313e-130,3.474892632634e-130,"174","17222",128610083,128687395,77313,"-",0,"inside",0,"17222","Anapc1","anaphase promoting complex subunit 1"
"chr2",130279001,130279200,200,"*",6.90337570045272e-173,2.22442105903477e-172,"175","67134",130274412,130279313,4902,"+",0,"inside",0,"67134","Nop56","NOP56 ribonucleoprotein"
"chr2",143947401,143948000,600,"*",8.48402030512524e-102,1.67752219669522e-101,"177","81910",143947395,144011263,63869,"-",0,"inside",0,"81910","Rrbp1","ribosome binding protein 1"
"chr2",143963201,143963400,200,"*",7.25711618986899e-153,2.0366745436084e-152,"179","81910",143947395,144011263,63869,"-",0,"inside",0,"81910","Rrbp1","ribosome binding protein 1"
"chr2",143988801,143989000,200,"*",1.71478300323872e-296,1.06561515201263e-295,"180","81910",143947395,144011263,63869,"-",0,"inside",0,"81910","Rrbp1","ribosome binding protein 1"
"chr2",143989601,143990000,400,"*",3.080137982555e-77,5.46881641800582e-77,"181","81910",143947395,144011263,63869,"-",0,"inside",0,"81910","Rrbp1","ribosome binding protein 1"
"chr2",152280601,152280800,200,"*",6.95631216088393e-69,1.14188520376774e-68,"182","12995",152226840,152281852,55013,"+",0,"inside",0,"12995","Csnk2a1","casein kinase 2, alpha 1 polypeptide"
"chr2",152396801,152397000,200,"*",7.38338974904411e-10,9.58738668905728e-10,"184","20667",152393611,152398046,4436,"-",0,"inside",0,"20667","Sox12","SRY (sex determining region Y)-box 12"
"chr2",153267801,153268000,200,"*",1.38214087097631e-307,1.00205213145783e-306,"185","140484",153241532,153270253,28722,"+",0,"inside",0,"140484","Pofut1","protein O-fucosyltransferase 1"
"chr2",153397401,153397600,200,"*",1.08587057421804e-173,3.77882959827879e-173,"187","228790",153346139,153404007,57869,"+",0,"inside",0,"228790","Asxl1","additional sex combs like 1"
"chr2",153767201,153767400,200,"*",4.55843035784014e-17,6.00884001715291e-17,"189","13589",153741287,153773317,32031,"+",0,"inside",0,"13589","Mapre1","microtubule-associated protein, RP/EB family, member 1"
"chr2",156159001,156159200,200,"*",1.26955760214625e-70,2.16571590954361e-70,"191","170791",156147239,156180238,33000,"-",0,"inside",0,"170791","Rbm39","RNA binding motif protein 39"
"chr2",156161801,156162000,200,"*",1.1378322831731e-69,1.90368093530884e-69,"193","170791",156147239,156180238,33000,"-",0,"inside",0,"170791","Rbm39","RNA binding motif protein 39"
"chr2",156391801,156392000,200,"*",3.654179083249e-212,1.87007988378037e-211,"195","347740",156388063,156392979,4917,"-",0,"inside",0,"347740","2900097C17Rik","RIKEN cDNA 2900097C17 gene"
"chr2",160684401,160684600,200,"*",0,0,"196","21969",160645897,160722764,76868,"+",0,"inside",0,"21969","Top1","topoisomerase (DNA) I"
"chr2",160721601,160721800,200,"*",3.16016167043888e-140,7.63705737022729e-140,"197","21969",160645897,160722764,76868,"+",0,"inside",0,"21969","Top1","topoisomerase (DNA) I"
"chr2",160722001,160722200,200,"*",5.38699898844989e-300,3.6051454768857e-299,"199","21969",160645897,160722764,76868,"+",0,"inside",0,"21969","Top1","topoisomerase (DNA) I"
"chr2",164017601,164017800,200,"*",1.46492110092854e-08,1.87423729089386e-08,"202","54401",163995197,164018587,23391,"+",0,"inside",0,"54401","Ywhab","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide"
"chr2",168182201,168182400,200,"*",2.45444141092993e-27,3.38946671033181e-27,"204","11538",168180965,168207112,26148,"-",0,"inside",0,"11538","Adnp","activity-dependent neuroprotective protein"
"chr2",173778201,173778400,200,"*",6.02446872541011e-91,1.11516761512911e-90,"207","56491",173737571,173784336,46766,"+",0,"inside",0,"56491","Vapb","vesicle-associated membrane protein, associated protein B and C"
"chr2",174343201,174343400,200,"*",1.2438097590579e-152,3.38160778243868e-152,"208","14683",174284320,174346744,62425,"+",0,"inside",0,"14683","Gnas","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus"
"chr2",180659401,180659600,200,"*",4.95014359880958e-285,2.87108328730956e-284,"212","23856",180657963,180709999,52037,"-",0,"inside",0,"23856","Dido1","death inducer-obliterator 1"
"chr3",10088401,10088600,200,"*",0,0,"214","100041480",10088277,10092562,4286,"+",0,"inside",0,"100041480","Gm9833","myelin basic protein expression factor 2, repressor pseudogene"
"chr3",39009601,39009800,200,"*",0,0,"215","329628",38886940,39011985,125046,"+",0,"inside",0,"329628","Fat4","FAT atypical cadherin 4"
"chr3",39011201,39011400,200,"*",0,0,"217","329628",38886940,39011985,125046,"+",0,"inside",0,"329628","Fat4","FAT atypical cadherin 4"
"chr3",53514601,53514800,200,"*",0,0,"219","242022",53513938,53657355,143418,"-",0,"inside",0,"242022","Frem2","Fras1 related extracellular matrix protein 2"
"chr3",53516001,53516200,200,"*",0,0,"221","242022",53513938,53657355,143418,"-",0,"inside",0,"242022","Frem2","Fras1 related extracellular matrix protein 2"
"chr3",55135801,55136000,200,"*",0,0,"223","229285",55112108,55137332,25225,"+",0,"inside",0,"229285","Spg20","spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)"
"chr3",60529601,60529800,200,"*",0,0,"225","56758",60472830,60629750,156921,"+",0,"inside",0,"56758","Mbnl1","muscleblind like splicing factor 1"
"chr3",65380801,65381200,400,"*",0,0,"227","67437",65379657,65392553,12897,"-",0,"inside",0,"67437","Ssr3","signal sequence receptor, gamma"
"chr3",69022201,69022400,200,"*",0,0,"228","70099",69004970,69034623,29654,"+",0,"inside",0,"70099","Smc4","structural maintenance of chromosomes 4"
"chr3",69073601,69073800,200,"*",0,0,"230","16649",69072221,69127092,54872,"-",0,"inside",0,"16649","Kpna4","karyopherin (importin) alpha 4"
"chr3",75878001,75878200,200,"*",0,0,"232","73124",75876183,75956949,80767,"-",0,"inside",0,"73124","Golim4","golgi integral membrane protein 4"
"chr3",87914601,87914800,200,"*",0,0,"234","15191",87906321,87916132,9812,"+",0,"inside",0,"15191","Hdgf","hepatoma-derived growth factor"
"chr3",87976001,87976200,200,"*",0,0,"236","18008",87971093,87980451,9359,"+",0,"inside",0,"18008","Nes","nestin"
"chr3",87979601,87979800,200,"*",0,0,"237","18008",87971093,87980451,9359,"+",0,"inside",0,"18008","Nes","nestin"
"chr3",88321401,88321600,200,"*",0,0,"238","12462",88297135,88321766,24632,"+",0,"inside",0,"12462","Cct3","chaperonin containing Tcp1, subunit 3 (gamma)"
"chr3",88539201,88539400,200,"*",0,0,"240","72640",88532395,88541394,9000,"+",0,"inside",0,"72640","Mex3a","mex3 RNA binding family member A"
"chr3",88539601,88539800,200,"*",0,0,"242","72640",88532395,88541394,9000,"+",0,"inside",0,"72640","Mex3a","mex3 RNA binding family member A"
"chr3",88540201,88540400,200,"*",0,0,"244","72640",88532395,88541394,9000,"+",0,"inside",0,"72640","Mex3a","mex3 RNA binding family member A"
"chr3",90023401,90023600,200,"*",0,0,"246","74383",89999589,90052515,52927,"-",0,"inside",0,"74383","Ubap2l","ubiquitin-associated protein 2-like"
"chr3",90087601,90087800,200,"*",0,0,"248","59069",90072651,90100902,28252,"+",0,"inside",0,"59069","Tpm3","tropomyosin 3, gamma"
"chr3",90089801,90090200,400,"*",0,0,"249","59069",90072651,90100902,28252,"+",0,"inside",0,"59069","Tpm3","tropomyosin 3, gamma"
"chr3",90341801,90342000,200,"*",0,0,"251","229542",90293184,90358120,64937,"+",0,"inside",0,"229542","Gatad2b","GATA zinc finger domain containing 2B"
"chr3",95945401,95945600,200,"*",0,0,"253","66471",95929257,95947387,18131,"+",0,"inside",0,"66471","Anp32e","acidic (leucine-rich) nuclear phosphoprotein 32 family, member E"
"chr3",96269801,96270000,200,"*",1.79347880966092e-19,1.83831577990244e-19,"255","319189",96269700,96270192,493,"+",0,"inside",0,"319189","Hist2h2bb","histone cluster 2, H2bb"
"chr3",96630801,96631000,200,"*",0,0,"258","60365",96629928,96633791,3864,"+",0,"inside",0,"60365","Rbm8a","RNA binding motif protein 8a"
"chr3",98148401,98148600,200,"*",0,0,"259","18129",98013538,98150367,136830,"+",0,"inside",0,"18129","Notch2","notch 2"
"chr3",103050401,103050600,200,"*",0,0,"261","229663",103020546,103058186,37641,"+",0,"inside",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",103054801,103055000,200,"*",0,0,"263","229663",103020546,103058186,37641,"+",0,"inside",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",103055201,103055400,200,"*",0,0,"265","229663",103020546,103058186,37641,"+",0,"inside",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",103056401,103056600,200,"*",0,0,"267","229663",103020546,103058186,37641,"+",0,"inside",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",103056801,103057000,200,"*",0,0,"269","229663",103020546,103058186,37641,"+",0,"inside",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",103057601,103057800,200,"*",0,0,"271","229663",103020546,103058186,37641,"+",0,"inside",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",103058001,103058200,200,"*",0,0,"273","229663",103020546,103058186,37641,"+",0,"overlapEnd",0,"229663","Csde1","cold shock domain containing E1, RNA binding"
"chr3",122540801,122541000,200,"*",0,0,"275","214459",122538719,122619714,80996,"-",0,"inside",0,"214459","Fnbp1l","formin binding protein 1-like"
"chr3",122855601,122856000,400,"*",0,0,"277","242202",122729158,122859374,130217,"+",0,"inside",0,"242202","Pde5a","phosphodiesterase 5A, cGMP-specific"
"chr3",135465401,135465800,400,"*",0,0,"279","66105",135438297,135467178,28882,"+",0,"inside",0,"66105","Ube2d3","ubiquitin-conjugating enzyme E2D 3"
"chr3",141828601,141828800,200,"*",0,0,"281","22253",141465564,141834924,369361,"+",0,"inside",0,"22253","Unc5c","unc-5 netrin receptor C"
"chr3",141830401,141830600,200,"*",0,0,"283","22253",141465564,141834924,369361,"+",0,"inside",0,"22253","Unc5c","unc-5 netrin receptor C"
"chr3",152220001,152220200,200,"*",0,0,"285","51886",152210458,152236830,26373,"+",0,"inside",0,"51886","Fubp1","far upstream element (FUSE) binding protein 1"
"chr3",152220401,152220600,200,"*",0,0,"286","51886",152210458,152236830,26373,"+",0,"inside",0,"51886","Fubp1","far upstream element (FUSE) binding protein 1"
"chr5",24574171,24574375,205,"*",8.75186713392815e-284,1.21765107950305e-283,"287","27407",24565341,24577467,12127,"-",0,"inside",0,"27407","Abcf2","ATP-binding cassette, sub-family F (GCN20), member 2"
"chr5",30918306,30918510,205,"*",5.32238153645643e-285,8.73416457264644e-285,"288","100952",30913786,30921275,7490,"+",0,"inside",0,"100952","Emilin1","elastin microfibril interfacer 1"
"chr5",31202641,31202845,205,"*",6.90140765842991e-281,8.49404019499066e-281,"290","14208",31202668,31220545,17878,"-",0,"overlapEnd",0,"14208","Ppm1g","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
"chr5",31204896,31205100,205,"*",3.84797974059819e-289,1.17271763522992e-288,"292","14208",31202668,31220545,17878,"-",0,"inside",0,"14208","Ppm1g","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform"
"chr5",32487581,32487785,205,"*",1.63299853994831e-285,2.82464612315383e-285,"294","19046",32458970,32493712,34743,"+",0,"inside",0,"19046","Ppp1cb","protein phosphatase 1 catalytic subunit beta"
